UUID,sector,category,activity_id,name,activity_unit,kgCO2e-AR6,kgCO2e-AR5,kgCO2e-AR4,kgCO2,kgCH4,kgN2O,kgCO2e-OtherGHGs-AR6,kgCO2e-OtherGHGs-AR5,kgCO2e-OtherGHGs-AR4,uncertainty,scope,source_lca_activity,lca_activity,source,dataset,year_released,year_valid_from,years_calculated_from,region,data_quality,contributor,date_accessed,description,source_link
324d72ea-383f-49a1-b70d-6fa4b1b83f96,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_all_other_miscellaneous_crop_farming,All other miscellaneous crop farming,USD,not-supplied,not-supplied,1.431,0.608,0.00192,0.00259,0.004804815629,0.0041201325,0.00439024323,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: all other miscellaneous crop farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
1abff49b-26e7-42d0-8de7-e86b7992dd04,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_apple_orchards,Apple orchards,USD,not-supplied,not-supplied,0.5,0.261,0.000871,0.000718,0.002713261211,0.0023243622000000005,0.0024739221200000003,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: apple orchards. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
0e5ca0a8-d366-4849-8cda-d0deb191c643,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_berry_except_strawberry_farming,Berry (except strawberry) farming,USD,not-supplied,not-supplied,0.5,0.261,0.000871,0.000718,0.002713261211,0.0023243622000000005,0.0024739221200000003,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: berry (except strawberry) farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
ce52f9fa-2108-483c-8035-a49eafa1327d,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_citrus_except_orange_groves,Citrus (except orange) groves,USD,not-supplied,not-supplied,0.5,0.261,0.000871,0.000718,0.002713261211,0.0023243622000000005,0.0024739221200000003,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: citrus (except orange) groves. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
0c864afe-4b4d-4b25-a7b8-2a17f613443e,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_corn_farming,Corn farming,USD,not-supplied,not-supplied,3.007,1.06,0.00976,0.00569,0.006120018957,0.0052446607400000005,0.005593213650000001,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: corn farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
35fd6222-2ebf-4578-8fd8-4d0ccb2e7bb8,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_cotton_farming,Cotton farming,USD,not-supplied,not-supplied,1.431,0.608,0.00192,0.00259,0.004804815629,0.0041201325,0.00439024323,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: cotton farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
71917571-1f20-4f90-8cd6-410312519f13,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_dry_pea_and_bean_farming,Dry pea and bean farming,USD,not-supplied,not-supplied,3.007,1.06,0.00976,0.00569,0.006120018957,0.0052446607400000005,0.005593213650000001,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: dry pea and bean farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
f2a58568-f190-427a-a086-83613a63b0e0,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_floriculture_production,Floriculture production,USD,not-supplied,not-supplied,1.043,0.716,0.00152,0.000954,0.004241888822,0.0036288593000000004,0.0038665554400000007,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: floriculture production. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
0dd8999d-8a4a-4b31-a075-f7d92c154344,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_fruit_and_tree_nut_combination_farming,Fruit and tree nut combination farming,USD,not-supplied,not-supplied,0.5,0.261,0.000871,0.000718,0.002713261211,0.0023243622000000005,0.0024739221200000003,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: fruit and tree nut combination farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
4455d312-0bda-4b6d-9eb9-4948055c55b1,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_grape_vineyards,Grape vineyards,USD,not-supplied,not-supplied,0.5,0.261,0.000871,0.000718,0.002713261211,0.0023243622000000005,0.0024739221200000003,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: grape vineyards. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
1f70b722-1a14-44ef-8678-0bd8a6efb791,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_hay_farming,Hay farming,USD,not-supplied,not-supplied,1.431,0.608,0.00192,0.00259,0.004804815629,0.0041201325,0.00439024323,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: hay farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
85c8353e-22f5-49d7-a195-e866ab969fe1,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_mushroom_production,Mushroom production,USD,not-supplied,not-supplied,1.043,0.716,0.00152,0.000954,0.004241888822,0.0036288593000000004,0.0038665554400000007,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: mushroom production. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
f9c94107-7f9f-474b-a6d4-158ad13fe30e,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_nursery_and_tree_production,Nursery and tree production,USD,not-supplied,not-supplied,1.043,0.716,0.00152,0.000954,0.004241888822,0.0036288593000000004,0.0038665554400000007,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: nursery and tree production. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
544d2838-ddbe-47bf-97b2-ae9478c968ba,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_oilseed_except_soybean_farming,Oilseed (except soybean) farming,USD,not-supplied,not-supplied,1.326,0.495,0.00157,0.00264,0.0038531497729999997,0.0033030134000000006,0.0035193282300000003,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: oilseed (except soybean) farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
c10a2327-ad26-4ddb-80f9-87adc49d4a04,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_oilseed_and_grain_combination_farming,Oilseed and grain combination farming,USD,not-supplied,not-supplied,3.007,1.06,0.00976,0.00569,0.006120018957,0.0052446607400000005,0.005593213650000001,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: oilseed and grain combination farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
746acb00-78a9-477d-abf2-d1b9ec76938d,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_orange_groves,Orange groves,USD,not-supplied,not-supplied,0.5,0.261,0.000871,0.000718,0.002713261211,0.0023243622000000005,0.0024739221200000003,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: orange groves. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
d3b4e92f-4274-42a7-ab5a-52a663508c28,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_other_food_crops_grown_under_cover,Other food crops grown under cover,USD,not-supplied,not-supplied,1.043,0.716,0.00152,0.000954,0.004241888822,0.0036288593000000004,0.0038665554400000007,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: other food crops grown under cover. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
8790313d-fb15-4542-bf0c-756b54acfd0c,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_other_noncitrus_fruit_farming,Other noncitrus fruit farming,USD,not-supplied,not-supplied,0.5,0.261,0.000871,0.000718,0.002713261211,0.0023243622000000005,0.0024739221200000003,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: other noncitrus fruit farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
8d01ff5d-39b2-4d60-a438-1b92a5c337a3,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_other_vegetable_except_potato_and_melon_farming,Other vegetable (except potato) and melon farming,USD,not-supplied,not-supplied,0.588,0.243,0.000745,0.00109,0.0027580791820000002,0.0023630778399999996,0.00251343379,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: other vegetable (except potato) and melon farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
60a82164-7448-4a17-bc8e-a2363363d1c4,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_peanut_farming,Peanut farming,USD,not-supplied,not-supplied,1.431,0.608,0.00192,0.00259,0.004804815629,0.0041201325,0.00439024323,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: peanut farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
375e10e6-cd0f-4b32-90d8-4ca3dc60574b,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_potato_farming,Potato farming,USD,not-supplied,not-supplied,0.588,0.243,0.000745,0.00109,0.0027580791820000002,0.0023630778399999996,0.00251343379,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: potato farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
a3f9919f-8762-4b86-a23a-90307f6f4c91,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_rice_farming,Rice farming,USD,not-supplied,not-supplied,3.007,1.06,0.00976,0.00569,0.006120018957,0.0052446607400000005,0.005593213650000001,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: rice farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
e16a655c-9122-40f9-b5a0-dbf79b53564b,Agriculture/Hunting/Forestry/Fishing,Arable Farming,arable_farming-type_soybean_farming,Soybean farming,USD,not-supplied,not-supplied,1.326,0.495,0.00157,0.00264,0.0038531497729999997,0.0033030134000000006,0.0035193282300000003,,3,cradle_to_shelf,primary_production-transport-manufacturing,EPA,Supply Chain Greenhouse Gas Emission Factors v1.2,2023,2019,,US,,Climatiq,2023/09/04,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: soybean farming. This factor is representative of the described goods or services category as defined by the 2017 version of the North American Industry Classification System (NAICS). Refer to the source for the source-specific data quality assessment. Retrieved from Supply Chain Factors Dataset v1.2.,https://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=349324&Lab=CESER
